"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2III7NVC","journalArticle","2021","Deng, Zhenjie; Liu, Yanwei; Liu, Jinxia; Argyriou, Antonios","Cross-layer DASH-based multipath video streaming over LTE and 802.11ac networks","Multimedia Tools and Applications","","1380-7501, 1573-7721","10.1007/s11042-020-10393-8","https://link.springer.com/10.1007/s11042-020-10393-8","Dynamic Adaptive Streaming over Http (DASH) -based video streaming applications are becoming increasingly prevalent over the mobile Internet. Many efforts have been made to optimize their performances. Multipath video streaming that simultaneously utilizes multiple wireless networks for video content delivery is a common method. Another effective approach is the cross-layer video streaming optimization that jointly takes the parameters at different protocol layers into account. However, multipath streaming schemes mainly focus on how to efficiently utilize multiple wireless networks and the collaboration of parameters at different layers in each network is neglected. Likewise, the cross-layer schemes normally optimize the parameters at different layers in purely one network without fully utilizing the aggregated bandwidths of multiple available wireless networks. Therefore, both of them are sub-optimal and might suffer from degrading performance. In this paper, we propose a joint Cross-layer DASH-based multipath video streaming scheme that takes advantage of bandwidth aggregation of multiple wireless networks and further improves the performance by optimizing the different layers’ parameters in each network with a cross-layer manner. In the proposed scheme, the LTE and 802.11ac networks are adopted. The bitrate of DASH-based video chunk at application layer, the rate allocation among networks and the Modulation and Coding Scheme (MCS) at physical layers in LTE and 802.11ac downlink are jointly optimized. We also compare our proposed scheme to state-of-the-art schemes using trace-driven experiments. Experimental results show that our proposed scheme outperforms state-of-the-art schemes in terms of PSNR, normalized QoE, and balance between video bitrate and rebuffering penalty.","2021-04","2023-02-16 14:35:23","2023-02-16 14:35:23","2023-02-16 14:35:23","16007-16026","","10","80","","Multimed Tools Appl","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\3M28P42H\Deng et al. - 2021 - Cross-layer DASH-based multipath video streaming o.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QDVJMDM5","preprint","2019","Finn, Chelsea; Rajeswaran, Aravind; Kakade, Sham; Levine, Sergey","Online Meta-Learning","","","","","http://arxiv.org/abs/1902.08438","A central capability of intelligent systems is the ability to continuously build upon previous experiences to speed up and enhance learning of new tasks. Two distinct research paradigms have studied this question. Meta-learning views this problem as learning a prior over model parameters that is amenable for fast adaptation on a new task, but typically assumes the set of tasks are available together as a batch. In contrast, online (regret based) learning considers a sequential setting in which problems are revealed one after the other, but conventionally train only a single model without any task-specific adaptation. This work introduces an online meta-learning setting, which merges ideas from both the aforementioned paradigms to better capture the spirit and practice of continual lifelong learning. We propose the follow the meta leader algorithm which extends the MAML algorithm to this setting. Theoretically, this work provides an $\mathcal{O}(\log T)$ regret guarantee with only one additional higher order smoothness assumption in comparison to the standard online setting. Our experimental evaluation on three different large-scale tasks suggest that the proposed algorithm significantly outperforms alternatives based on traditional online learning approaches.","2019-07-03","2023-02-16 17:36:21","2023-02-16 17:36:21","2023-02-16 17:36:21","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1902.08438 [cs, stat]","Comment: ICML 2019. The first two authors contributed equally. Expanded Appendix","C:\Users\Admin\Zotero\storage\S2Q5YAYZ\Finn et al. - 2019 - Online Meta-Learning.pdf; C:\Users\Admin\Zotero\storage\ARRGTWDZ\1902.html","","","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:1902.08438","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EFRCJU3X","journalArticle","2023","Afzal, Samira; Testoni, Vanessa; Rothenberg, Christian Esteve; Kolan, Prakash; Bouazizi, Imed","A holistic survey of multipath wireless video streaming","Journal of Network and Computer Applications","","1084-8045","10.1016/j.jnca.2022.103581","https://www.sciencedirect.com/science/article/pii/S1084804522002223","Demand for wireless video streaming services increases with users expecting to access high-quality video streaming experiences. Ensuring Quality of Experience (QoE) is quite challenging due to varying bandwidth and time constraints. Since most of today’s mobile devices are equipped with multiple network interfaces, one promising approach is to benefit from multipath communications. Multipathing leads to higher aggregate bandwidth and distributing video traffic over multiple network paths improves stability, seamless connectivity, and QoE. However, most of current transport protocols do not match the requirements of video streaming applications or are not designed to address relevant issues, such as networks heterogeneity, head-of-line blocking, and delay constraints. In this comprehensive survey, we first review video streaming standards and technology developments. We then discuss the benefits and challenges of multipath video transmission over wireless. We provide a holistic literature review of multipath wireless video streaming, shedding light on the different alternatives from an end-to-end layered stack perspective, reviewing key multipath wireless scheduling functions, unveiling trade-offs of each approach, and presenting a suitable taxonomy to classify the state-of-the-art. Finally, we discuss open issues and avenues for future work.","2023-03-01","2023-02-16 18:03:51","2023-02-16 18:03:51","2023-02-16 18:03:51","103581","","","212","","Journal of Network and Computer Applications","","","","","","","","en","","","","","ScienceDirect","","","","C:\Users\Admin\Zotero\storage\NR6BD5IN\Afzal et al. - 2023 - A holistic survey of multipath wireless video stre.pdf","","","Heterogeneous networks; Multipath routing; Packet scheduling; Wireless video streaming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RWTGEKXV","conferencePaper","2016","James, Cyriac; Halepovic, Emir; Wang, Mea; Jana, Rittwik; Shankaranarayanan, N. K.","Is Multipath TCP (MPTCP) Beneficial for Video Streaming over DASH?","2016 IEEE 24th International Symposium on Modeling, Analysis and Simulation of Computer and Telecommunication Systems (MASCOTS)","","","10.1109/MASCOTS.2016.75","","HTTP-based adaptive protocols dominate today's video streaming over the Internet, and operate using multiple quality levels that video players request one segment at a time. Despite their popularity, studies have shown that performance of video streams still suffers from stalls, quality switches and startup delay. In wireless networks, it is well-known that high variability in network bandwidth affects video streaming. MultiPath TCP (MPTCP) is an emerging paradigm that could offer significant benefits to video streaming by combining bandwidth on multiple network interfaces, in particular for mobile devices that typically support both WiFi and cellular networks. In this paper, we explore whether MPTCP always benefits mobile video streaming. Our experimental study on video streaming using two wireless interfaces yields mixed results. While beneficial to user experience under ample and stable bandwidth, MPTCP may not offer any advantage under some network conditions. We find that when additional bandwidth on the secondary path is not sufficient to sustain an upgrade in video quality, it is generally better not to use MPTCP. We also identify that MPTCP can harm user experience when an unstable secondary path is added to the stable primary path.","2016-09","2023-02-16 18:06:33","2023-02-16 18:06:33","","331-336","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 2375-0227","","C:\Users\Admin\Zotero\storage\5QVJM8K7\James et al. - 2016 - Is Multipath TCP (MPTCP) Beneficial for Video Stre.pdf","","","Bandwidth; Delays; Protocols; Servers; TCP; MPTCP; Streaming media; Adaptive Streaming; Cellular; DASH; HTTP; IEEE 802.11 Standard; Mobile; Mobile communication; Video; WiFi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2016 IEEE 24th International Symposium on Modeling, Analysis and Simulation of Computer and Telecommunication Systems (MASCOTS)","","","","","","","","","","","","","","",""
"5ZFCUGF2","conferencePaper","2022","Chu, Tran-Tuan; Labiod, Mohamed Aymen; Tran, Hai-Anh; Mellouk, Abdelhamid","GADaM: Generic Adaptive Deep-learning-based Multipath Scheduler Selector for Dynamic Heterogeneous Environment","ICC 2022 - IEEE International Conference on Communications","","","10.1109/ICC45855.2022.9838658","","Multipath QUIC (MQ-QUIC) and Multipath TCP (MP-TCP), known as multipath protocols, introduced several certain advantages for the next internet generation, such as enabling bandwidth aggregation of links, preventing single-path failure, increasing Quality of Service (QoS), etc. Meanwhile, the pivotal point of the transport protocols is the scheduler. Various multipath schedulers have been proposed, and each of them usually outperforms the others in each specific scenario. To provide a generic approach with the best performance and stability, a novel one is introduced in this paper and aimed to fill this research gap. Indeed, the proposed GADaM prototype is a Generic Adaptive Deep-learning-based Multipath Scheduler Selector. The idea’s prototype is implemented for the MP-QUIC protocol. The extensive results show that our scheduler selector achieved over 95% accuracy on training and 91% accuracy on the testing set in the simulated environment.","2022-05","2023-02-17 20:40:20","2023-02-17 20:40:20","","4908-4913","","","","","","GADaM","","","","","","","","","","","","IEEE Xplore","","ISSN: 1938-1883","","C:\Users\Admin\Zotero\storage\5B99XNU6\9838658.html; C:\Users\Admin\Zotero\storage\M82ZXSJI\Chu et al. - 2022 - GADaM Generic Adaptive Deep-learning-based Multip.pdf","","","Deep learning; Streaming media; Computer network; Machine learning; Multipath scheduler; Prototypes; Quality of service; Scheduler selector; Training; Transport protocols; Transportation; Video surveillance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICC 2022 - IEEE International Conference on Communications","","","","","","","","","","","","","","",""
"FPYHA9WD","journalArticle","2016","van der Hooft, Jeroen; Petrangeli, Stefano; Wauters, Tim; Huysegems, Rafael; Alface, Patrice Rondao; Bostoen, Tom; De Turck, Filip","HTTP/2-Based Adaptive Streaming of HEVC Video Over 4G/LTE Networks","IEEE Communications Letters","","1558-2558","10.1109/LCOMM.2016.2601087","","In HTTP Adaptive Streaming, video content is temporally divided into multiple segments, each encoded at several quality levels. The client can adapt the requested video quality to network changes, generally resulting in a smoother playback. Unfortunately, live streaming solutions still often suffer from playout freezes and a large end-to-end delay. By reducing the segment duration, the client can use a smaller temporal buffer and respond even faster to network changes. However, since segments are requested subsequently, this approach is susceptible to high round-trip times. In this letter, we discuss the merits of an HTTP/2 push-based approach. We present the details of a measurement study on the available bandwidth in real 4G/LTE networks, and analyze the induced bit-rate overhead for HEVC-encoded video segments with a sub-second duration. Through an extensive evaluation with the generated video content, we show that the proposed approach results in a higher video quality (+7.5%) and a lower freeze time (-50.4%), and allows to reduce the live delay compared with traditional solutions over HTTP/1.1.","2016-11","2023-03-08 18:32:54","2023-03-08 18:32:54","","2177-2180","","11","20","","","","","","","","","","","","","","","IEEE Xplore","","Conference Name: IEEE Communications Letters","<div data-schema-version=""8""><p>better explanation of how traces are used</p> </div>","C:\Users\Admin\Zotero\storage\N25PJPDG\7546928.html; C:\Users\Admin\Zotero\storage\IG7DW3ZY\van der Hooft et al. - 2016 - HTTP2-Based Adaptive Streaming of HEVC Video Over.pdf","","","Bandwidth; Delays; Servers; HTTP/2; Streaming media; dash; 4G/LTE; Bit rate; Encoding; H.265/HEVC; HTTP adaptive streaming; quality of experience; server push; Throughput","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KMCEFA2F","webpage","","","The Mininet-WiFi Book","Tactile theme","","","","https://mininet-wifi.github.io/book/","Tactile is a Jekyll theme for GitHub Pages","","2023-03-08 20:12:18","2023-03-08 20:12:18","2023-03-08 20:12:18","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\Admin\Zotero\storage\NFBYJRRD\book.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJCTQE2C","conferencePaper","2020","Narayanan, Arvind; Ramadan, Eman; Carpenter, Jason; Liu, Qingxu; Liu, Yu; Qian, Feng; Zhang, Zhi-Li","A First Look at Commercial 5G Performance on Smartphones","Proceedings of The Web Conference 2020","","","10.1145/3366423.3380169","http://arxiv.org/abs/1909.07532","We conduct to our knowledge a first measurement study of commercial 5G performance on smartphones by closely examining 5G networks of three carriers (two mmWave carriers, one mid-band carrier) in three U.S. cities. We conduct extensive field tests on 5G performance in diverse urban environments. We systematically analyze the handoff mechanisms in 5G and their impact on network performance. We explore the feasibility of using location and possibly other environmental information to predict the network performance. We also study the app performance (web browsing and HTTP download) over 5G. Our study consumes more than 15 TB of cellular data. Conducted when 5G just made its debut, it provides a ""baseline"" for studying how 5G performance evolves, and identifies key research directions on improving 5G users' experience in a cross-layer manner. We have released the data collected from our study (referred to as 5Gophers) at https://fivegophers.umn.edu/www20.","2020-04-20","2023-03-08 20:14:29","2023-03-08 20:14:29","2023-03-08 20:14:29","894-905","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv:1909.07532 [cs]","<div data-schema-version=""8""><p>5G trace rtt</p> </div>","C:\Users\Admin\Zotero\storage\9CGAQCIB\Narayanan et al. - 2020 - A First Look at Commercial 5G Performance on Smart.pdf; C:\Users\Admin\Zotero\storage\I2LREKPM\1909.html","","","Computer Science - Networking and Internet Architecture; Computer Science - Performance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JIPPRQG","journalArticle","2020","Imoize, Agbotiname Lucky; Orolu, Kehinde; Atayero, Aderemi Aaron-Anthony","Analysis of key performance indicators of a 4G LTE network based on experimental data obtained from a densely populated smart city","Data in Brief","","2352-3409","10.1016/j.dib.2020.105304","https://www.data-in-brief.com/article/S2352-3409(20)30198-0/fulltext","","2020-04-01","2023-03-10 14:45:49","2023-03-10 14:45:54","2023-03-10 14:45:49","","","","29","","Data in Brief","","","","","","","","English","","","","","www.data-in-brief.com","","Publisher: Elsevier PMID: 32140519","","C:\Users\Admin\Zotero\storage\T5S4Y3R3\Imoize et al. - 2020 - Analysis of key performance indicators of a 4G LTE.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/32140519","","4G LTE network; Drive Test (DT); Experimental data; Key Performance indicators (KPIs); Probability density; Propagation measurements; Smart city; Statistical analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3XVLW6C","webpage","","","LTE Dataset","","","","","https://www.kaggle.com/datasets/aeryss/lte-dataset","A dataset of LTE bandwidth","","2023-03-10 14:48:16","2023-03-10 14:48:16","2023-03-10 14:48:16","","","","","","","","","","","","","","en","","","","","","","","","C:\Users\Admin\Zotero\storage\RSN5CYZF\lte-dataset.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WQR5YSN5","preprint","2019","Sun, Qianru; Liu, Yaoyao; Chua, Tat-Seng; Schiele, Bernt","Meta-Transfer Learning for Few-Shot Learning","","","","10.48550/arXiv.1812.02391","http://arxiv.org/abs/1812.02391","Meta-learning has been proposed as a framework to address the challenging few-shot learning setting. The key idea is to leverage a large number of similar few-shot tasks in order to learn how to adapt a base-learner to a new task for which only a few labeled samples are available. As deep neural networks (DNNs) tend to overfit using a few samples only, meta-learning typically uses shallow neural networks (SNNs), thus limiting its effectiveness. In this paper we propose a novel few-shot learning method called meta-transfer learning (MTL) which learns to adapt a deep NN for few shot learning tasks. Specifically, ""meta"" refers to training multiple tasks, and ""transfer"" is achieved by learning scaling and shifting functions of DNN weights for each task. In addition, we introduce the hard task (HT) meta-batch scheme as an effective learning curriculum for MTL. We conduct experiments using (5-class, 1-shot) and (5-class, 5-shot) recognition tasks on two challenging few-shot learning benchmarks: miniImageNet and Fewshot-CIFAR100. Extensive comparisons to related works validate that our meta-transfer learning approach trained with the proposed HT meta-batch scheme achieves top performance. An ablation study also shows that both components contribute to fast convergence and high accuracy.","2019-04-09","2023-04-08 14:39:21","2023-04-08 14:39:21","2023-04-08 14:39:21","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1812.02391 [cs]","Comment: CVPR 2019","C:\Users\Admin\Zotero\storage\TL3LK8ZV\Sun et al. - 2019 - Meta-Transfer Learning for Few-Shot Learning.pdf; C:\Users\Admin\Zotero\storage\EF8EITT8\1812.html","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1812.02391","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2K2THVVQ","journalArticle","2017","Duanmu, Zhengfang; Zeng, Kai; Ma, Kede; Rehman, Abdul; Wang, Zhou","A Quality-of-Experience Index for Streaming Video","IEEE Journal of Selected Topics in Signal Processing","","1932-4553, 1941-0484","10.1109/JSTSP.2016.2608329","http://ieeexplore.ieee.org/document/7564469/","","2017-02","2023-04-19 09:18:32","2023-04-19 09:18:32","2023-04-19 09:18:32","154-166","","1","11","","IEEE J. Sel. Top. Signal Process.","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\Admin\Zotero\storage\AXMTUN6W\Duanmu et al. - 2017 - A Quality-of-Experience Index for Streaming Video.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UW9DUYZ","conferencePaper","2011","Mok, Ricky K. P.; Chan, Edmond W. W.; Chang, Rocky K. C.","Measuring the quality of experience of HTTP video streaming","12th IFIP/IEEE International Symposium on Integrated Network Management (IM 2011) and Workshops","","","10.1109/INM.2011.5990550","","HTTP video streaming, such as Flash video, is widely deployed to deliver stored media. Owing to TCP's reliable service, the picture and sound quality would not be degraded by network impairments, such as high delay and packet loss. However, the network impairments can cause rebuffering events which would result in jerky playback and deform the video's temporal structure. These quality degradations could adversely affect users' quality of experience (QoE). In this paper, we investigate the relationship among three levels of quality of service (QoS) of HTTP video streaming: network QoS, application QoS, and user QoS (i.e., QoE). Our ultimate goal is to understand how the network QoS affects the QoE of HTTP video streaming. Our approach is to first characterize the correlation between the application and network QoS using analytical models and empirical evaluation. The second step is to perform subjective experiments to evaluate the relationship between application QoS and QoE. Our analysis reveals that the frequency of rebuffering is the main factor responsible for the variations in the QoE.","2011-05","2023-04-19 09:14:48","2023-04-19 09:14:48","","485-492","","","","","","","","","","","","","","","","","","IEEE Xplore","","ISSN: 1573-0077","","C:\Users\Admin\Zotero\storage\4ISQIW4G\5990550.html; C:\Users\Admin\Zotero\storage\36TGYGBY\Mok et al. - 2011 - Measuring the quality of experience of HTTP video .pdf","","","Streaming media; Quality of service; Codecs; Games; Reliability; TV; Web sites","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12th IFIP/IEEE International Symposium on Integrated Network Management (IM 2011) and Workshops","","","","","","","","","","","","","","",""
"3VMW66WD","conferencePaper","2012","Laghari, Khalil ur Rehman; Issa, Omneya; Speranza, Filippo; Falk, Tiago H.","Quality-of-Experience perception for video streaming services: Preliminary subjective and objective results","Proceedings of The 2012 Asia Pacific Signal and Information Processing Association Annual Summit and Conference","","","","","Quality-of-Experience (QoE) is a human centric notion that produces the blue print of human perception, feelings, needs and intentions while Quality-of-Service (QoS) is a technology centric metric used to assess the performance of a multimedia application and/or network. To ensure superior video QoE, it is important to understand the relationship between QoE and QoS. To achieve this goal, we conducted a pilot subjective user study simulating a video streaming service over a broadband network with varying distortion scenarios, namely packet losses (0, 0.5, 1, 3,7, and 15%), packet reorder (0, 1, 5, 10, 20, and 30%), and coding bit rates (100, 400, 600, and 800 Kbps). Users were asked to rate their experience using a subjective quantitative metric (termed Perceived Video Quality, PVQ) and qualitative indicators of “experience.” Simulation results suggest a) an exponential relationship between PVQ and packet loss and between PVQ and packet reorder, and b) a logarithmic relationship between PVQ and video bit rate. Similar trends were observed with the qualitative indicators. Exploratory analysis with two objective video quality metrics suggests that trends similar to those obtained with the subjective ratings were obtained, particularly with a full-reference metric.","2012-12","2023-04-19 09:14:03","2023-04-19 09:14:03","","1-9","","","","","","Quality-of-Experience perception for video streaming services","","","","","","","","","","","","IEEE Xplore","","","","C:\Users\Admin\Zotero\storage\YEF79CAU\6411949.html; C:\Users\Admin\Zotero\storage\342XP2QG\Laghari et al. - 2012 - Quality-of-Experience perception for video streami.pdf","","","Packet loss; Streaming media; Quality of service; Humans; Quality assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of The 2012 Asia Pacific Signal and Information Processing Association Annual Summit and Conference","","","","","","","","","","","","","","",""
"V8EA5FLV","preprint","2017","Finn, Chelsea; Abbeel, Pieter; Levine, Sergey","Model-Agnostic Meta-Learning for Fast Adaptation of Deep Networks","","","","10.48550/arXiv.1703.03400","http://arxiv.org/abs/1703.03400","We propose an algorithm for meta-learning that is model-agnostic, in the sense that it is compatible with any model trained with gradient descent and applicable to a variety of different learning problems, including classification, regression, and reinforcement learning. The goal of meta-learning is to train a model on a variety of learning tasks, such that it can solve new learning tasks using only a small number of training samples. In our approach, the parameters of the model are explicitly trained such that a small number of gradient steps with a small amount of training data from a new task will produce good generalization performance on that task. In effect, our method trains the model to be easy to fine-tune. We demonstrate that this approach leads to state-of-the-art performance on two few-shot image classification benchmarks, produces good results on few-shot regression, and accelerates fine-tuning for policy gradient reinforcement learning with neural network policies.","2017-07-18","2023-04-27 20:49:12","2023-04-27 20:49:14","2023-04-27 20:49:12","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1703.03400 [cs]","Comment: ICML 2017. Code at https://github.com/cbfinn/maml, Videos of RL results at https://sites.google.com/view/maml, Blog post at http://bair.berkeley.edu/blog/2017/07/18/learning-to-learn/","C:\Users\Admin\Zotero\storage\PPVXLSS5\Finn et al. - 2017 - Model-Agnostic Meta-Learning for Fast Adaptation o.pdf; C:\Users\Admin\Zotero\storage\R5QEXE7P\1703.html","","","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:1703.03400","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SB78I4H4","journalArticle","2022","Wu, Jun; He, Jingrui","Dynamic transfer learning with progressive meta-task scheduler","Frontiers in Big Data","","2624-909X","10.3389/fdata.2022.1052972","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9669596/","Dynamic transfer learning refers to the knowledge transfer from a static source task with adequate label information to a dynamic target task with little or no label information. However, most existing theoretical studies and practical algorithms of dynamic transfer learning assume that the target task is continuously evolving over time. This strong assumption is often violated in real world applications, e.g., the target distribution is suddenly changing at some time stamp. To solve this problem, in this paper, we propose a novel meta-learning framework L2S based on a progressive meta-task scheduler for dynamic transfer learning. The crucial idea of L2S is to incrementally learn to schedule the meta-pairs of tasks and then learn the optimal model initialization from those meta-pairs of tasks for fast adaptation to the newest target task. The effectiveness of our L2S framework is verified both theoretically and empirically.","2022-11-03","2023-04-27 20:51:04","2023-04-27 20:51:04","2023-04-27 20:51:04","1052972","","","5","","Front Big Data","","","","","","","","","","","","","PubMed Central","","PMID: 36407326 PMCID: PMC9669596","","C:\Users\Admin\Zotero\storage\8DXH6NTX\Wu and He - 2022 - Dynamic transfer learning with progressive meta-ta.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9669596/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
